source,role,vibe,title,company,salary_min_usd,salary_max_usd,location,url
workingnomads,Data,0,Senior Data Engineer (Azure),Proxify,,,CET (+/- 3 hours),https://www.workingnomads.com/job/go/1843255/
workingnomads,Engineering,0,Senior Platform Engineer,Proxify,,,Time zone: CET (+/- 3 hours),https://www.workingnomads.com/job/go/1843253/
workingnomads,Engineering,0,Senior Cloud Engineer (Azure),Proxify,,,Time zone: CET (+/- 3 hours),https://www.workingnomads.com/job/go/1843252/
workingnomads,Engineering,0,Senior Backend Developer (Python),Proxify,,,Time zone: CET (+/- 3 hours),https://www.workingnomads.com/job/go/1843250/
workingnomads,Engineering,0,Senior Backend Developer (Node.js / Nest.js),Proxify,,,Time zone: CET (+/- 3 hours),https://www.workingnomads.com/job/go/1843248/
workingnomads,Engineering,0,"Senior Python Developer (Fullstack, BE-Heavy)",Proxify,,,CET (+/- 3 hours),https://www.workingnomads.com/job/go/1843246/
workingnomads,QA / Testing,0,Senior QA Automation Engineer,Proxify,,,Time zone: CET (+/- 3 hours),https://www.workingnomads.com/job/go/1843242/
workingnomads,Sales / SDR,0,Senior Salesforce Developer,Proxify,,,Time zone: CET (+/- 3 hours),https://www.workingnomads.com/job/go/1843241/
workingnomads,Engineering,0,Senior Adobe Commerce Developer (Magento),Proxify,,,Time zone: CET (+/- 3 hours),https://www.workingnomads.com/job/go/1843239/
workingnomads,Engineering,0,Senior Python Developer (Flask),Proxify,,,CET (+/- 3 hours),https://www.workingnomads.com/job/go/1843237/
workingnomads,Engineering,0,Senior Python Developer (FastAPI),Proxify,,,CET (+/- 3 hours),https://www.workingnomads.com/job/go/1843235/
workingnomads,Engineering,0,Senior Fullstack Developer (React.js / Node.js),Proxify,,,Time zone: CET (+/- 3 hours),https://www.workingnomads.com/job/go/1843234/
workingnomads,Sysadmin / DevOps,0,Senior DevOps Engineer (Azure),Proxify,,,Time zone: CET (+/- 3 hours),https://www.workingnomads.com/job/go/1843227/
workingnomads,Engineering,0,Senior .NET Full-stack Developer,Lemon.io,,,"Europe, LATAM, APAC, the U.S., Canada",https://www.workingnomads.com/job/go/1842849/
workingnomads,Unknown,0,AI Image Evaluation Analyst,iMerit Technology,,,"Japan, Turkey, Vietnam, Mexico, Norway, France",https://www.workingnomads.com/job/go/1837431/
workingnomads,Design (UI/UX),0,AI Content Analyst (No Experience Required),Peroptyx,,,Australia,https://www.workingnomads.com/job/go/1821502/
workingnomads,Business Analyst,0,Data Analyst (No Experience Required),Peroptyx,,,Canada,https://www.workingnomads.com/job/go/1821504/
workingnomads,Engineering,0,Senior React.js Full-stack Developer,Lemon.io,,,"Europe, LATAM, APAC, the U.S., Canada",https://www.workingnomads.com/job/go/1834974/
workingnomads,Engineering,0,Software engineer,Sticker Mule,,,Global,https://www.workingnomads.com/job/go/1833624/
workingnomads,Engineering,0,Senior Solutions Engineer,Lemon.io,,,"Europe, North America, Latin America, APAC",https://www.workingnomads.com/job/go/1826325/
workingnomads,Unknown,0,Contract Attorney - Remote,Sneed & Mitchell LLP,,,Global,https://www.workingnomads.com/job/go/1822420/
workingnomads,Unknown,0,Legal File Clerk (Philippines),Sneed & Mitchell LLP,,,Philippines,https://www.workingnomads.com/job/go/1822473/
workingnomads,Engineering,0,Senior Embedded Software Engineer,Lemon.io,,,"Europe, North America, Latin America, APAC",https://www.workingnomads.com/job/go/1818986/
workingnomads,QA / Testing,0,Senior QA Engineer,Lemon.io,,,Europe,https://www.workingnomads.com/job/go/1814693/
remoteok,Product / PM,0,Technical Product Manager AI Stockbroking App,Bjak ,0,0,Germany,https://remoteOK.com/remote-jobs/remote-technical-product-manager-ai-stockbroking-app-bjak-1137421
remoteok,Engineering,0,Frontend Engineer,Bjak ,0,0,Singapore,https://remoteOK.com/remote-jobs/remote-frontend-engineer-bjak-1137420
remoteok,Unknown,0,Junior Digital Assets Operations Analyst,Omega Enterprises,60000,80000,Remote,https://remoteOK.com/remote-jobs/remote-junior-digital-assets-operations-analyst-omega-enterprises-1137418
remoteok,Data,0,Software Developer Security Analytics,RedMimicry,0,0,Remote,https://remoteOK.com/remote-jobs/remote-software-developer-security-analytics-redmimicry-1137417
remoteok,Unknown,0,Freelance grabaciÃ³n de tareas cotidianas para proyecto de IA,Mindrift - Data annotation,0,0,Remote,https://remoteOK.com/remote-jobs/remote-freelance-grabacion-de-tareas-cotidianas-para-proyecto-de-ia-mindrift-data-annotation-1137415
remoteok,Product / PM,0,Senior Growth Product Manager AI Native,Magic Eden,0,0,Melbourne,https://remoteOK.com/remote-jobs/remote-senior-growth-product-manager-ai-native-magic-eden-1137414
remoteok,Unknown,0,People Operations Coordinator,Ashby,55000,80000,Remote,https://remoteOK.com/remote-jobs/remote-people-operations-coordinator-ashby-1137412
remoteok,Engineering,0,Senior .NET Software Engineer,OkWhen,0,0,Remote,https://remoteOK.com/remote-jobs/remote-senior-net-software-engineer-okwhen-1137411
remoteok,Engineering,0,Frontend Engineer,Bjak ,0,0,Ireland,https://remoteOK.com/remote-jobs/remote-frontend-engineer-bjak-1137410
remoteok,Engineering,0,Backend Software Engineer,Airspace Link,0,0,Remote,https://remoteOK.com/remote-jobs/remote-backend-software-engineer-airspace-link-1137409
remoteok,Engineering,0,Software Deployment Engineer,KPI Solutions,0,0,Cincinnati,https://remoteOK.com/remote-jobs/remote-software-deployment-engineer-kpi-solutions-1137408
remoteok,Unknown,0,VP Pricing & Packaging,Delinea,300000,340000,Redwood City,https://remoteOK.com/remote-jobs/remote-vp-pricing-packaging-delinea-1137407
remoteok,Support,0,Customer Success Manager Mexico,JumpCloud,0,0,"Mexico City, Mexico - Remote",https://remoteOK.com/remote-jobs/remote-customer-success-manager-mexico-jumpcloud-1137406
remoteok,Engineering,0,Senior Shopify Developer,Sanctuary Computer,80000,250000,Remote,https://remoteOK.com/remote-jobs/remote-senior-shopify-developer-sanctuary-computer-1137405
remoteok,Engineering,0,Golang Kubernetes Engineer,Arango,0,0,Remote,https://remoteOK.com/remote-jobs/remote-golang-kubernetes-engineer-arango-1137400
remoteok,Engineering,0,AI agent engineer,Sticker Mule,150000,250000,Remote,https://remoteOK.com/remote-jobs/remote-ai-agent-engineer-sticker-mule-1137399
remoteok,QA / Testing,0,AI Trainer Image QA Evaluator,iMerit Technology,30000,40000,Remote,https://remoteOK.com/remote-jobs/remote-ai-trainer-image-qa-evaluator-imerit-technology-1137398
remoteok,Product / PM,0,Principal Product Manager,DomainTools,0,0,Remote,https://remoteOK.com/remote-jobs/remote-principal-product-manager-domaintools-1137396
remoteok,Unknown,0,Sr Solutions Architect,ExtraHop,0,0,Remote,https://remoteOK.com/remote-jobs/remote-sr-solutions-architect-extrahop-1137394
remoteok,AI / Vibe Dev,1,Junior Payroll Assistant,Sleek,0,0,Remote,https://remoteOK.com/remote-jobs/remote-junior-payroll-assistant-sleek-1137391
remoteok,Unknown,0,Technical Product Lead AI Finance App,Bjak ,0,0,Seoul,https://remoteOK.com/remote-jobs/remote-technical-product-lead-ai-finance-app-bjak-1137388
remoteok,Engineering,0,Software Engineer,Mirantis,0,0,Remote,https://remoteOK.com/remote-jobs/remote-software-engineer-mirantis-1137387
remoteok,HR,0,HR Operations Specialist,Law Offices of Sabrina Li,0,0,Remote,https://remoteOK.com/remote-jobs/remote-hr-operations-specialist-law-offices-of-sabrina-li-1137386
remoteok,AI / Vibe Dev,1,Marketing Student Assistant,Copenhagen Optimization,0,0,Remote,https://remoteOK.com/remote-jobs/remote-marketing-student-assistant-copenhagen-optimization-1137381
remoteok,Engineering,0,Engineering Manager TLM Platform,Harper,0,0,San Francisco,https://remoteOK.com/remote-jobs/remote-engineering-manager-tlm-platform-harper-1137380
remoteok,Unknown,0,Senior Communications Officer Strategic Communications,GiveWell,0,0,United States,https://remoteOK.com/remote-jobs/remote-senior-communications-officer-strategic-communications-givewell-1137379
remoteok,HR,0,Senior People & Talent Operations Partner,TestGorilla,70000,80000,Remote,https://remoteOK.com/remote-jobs/remote-senior-people-talent-operations-partner-testgorilla-1137378
remoteok,Unknown,0,External Data Specialist,eClinical Solutions,0,0,Remote,https://remoteOK.com/remote-jobs/remote-external-data-specialist-eclinical-solutions-1137375
remoteok,Sales / SDR,0,Business Development Manager,Libertex Group,0,0,"ÙØ³ÙØ·, ÙØ³ÙØ· ÙØ³ÙØ· Ø¹ÙØ§Ù",https://remoteOK.com/remote-jobs/remote-business-development-manager-libertex-group-1137373
remoteok,QA / Testing,0,Quality Dispense Technician North,Thatchers Cider,0,0,"Greater Newcastle Area, ",https://remoteOK.com/remote-jobs/remote-quality-dispense-technician-north-thatchers-cider-1137374
remoteok,Cybersecurity,0,Social Comms,NOPE,90000,150000,Remote,https://remoteOK.com/remote-jobs/remote-social-comms-nope-1137314
remoteok,Unknown,0,AI Response Analyst,iMerit Technology,20000,20000,Remote,https://remoteOK.com/remote-jobs/remote-ai-response-analyst-imerit-technology-1137309
remoteok,Unknown,0,Junior Crypto Analyst & Trader,Empire Assets,60000,80000,Remote,https://remoteOK.com/remote-jobs/remote-junior-crypto-analyst-trader-empire-assets-1137307
